sample-id	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	env_biome	env_feature	env_material	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	Family	Order	Life_trait	Instrument	Isolation_source	lat_lon	lat_dec	lon_dec	Library Name	LibraryLayout	LibrarySelection	Region	LibrarySource	misc_param	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Altitude (m)	Ann_mean_temp	Ann_mean_precip	Precip_Rainy	Precip_Dry	Main_Text	pH	C (%)	N (ug g-1)	P (ug g-1)	K (ug g-1)	EC (mS/m)	Strategy	Soils	Sand (%)	Silt (%)	Clay (%)	Texture	Density (kg/dm3)	Gravel (%)	Organic_C (%w)	CEC_clay  (cmol/kg)	CEC_soil (cmol/kg)	Saturation (%)	TEB (cmol/kg)	CaCO (%w)	Gypsum (%w)	Sodicity (%)
SRR7527053	AMPLICON	602	58578212	PRJNA481151	SAMN09661573	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	37510015	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395411	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Z12	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa Outer RSP biological replicate 5	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z12	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527055	AMPLICON	602	77420812	PRJNA481151	SAMN09661547	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	52775006	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395409	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	Y20	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae RSH biological replicate 6	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y20	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527060	AMPLICON	602	46823560	PRJNA481151	SAMN09661552	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	28113837	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395404	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	Z19	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa RSH biological replicate 4	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z19	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527061	AMPLICON	602	35212786	PRJNA481151	SAMN09661549	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	21349000	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395403	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	Z15	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa RSH biological replicate 1	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z15	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527063	AMPLICON	602	45666516	PRJNA481151	SAMN09661582	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	25385918	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395401	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	W7	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola Outer RSP biological replicate 7	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W7	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527065	AMPLICON	602	86291884	PRJNA481151	SAMN09661589	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	46336966	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395399	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Y7	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae Outer RSP biological replicate 7	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y7	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527066	AMPLICON	602	27960492	PRJNA481151	SAMN09661590	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	15512918	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395398	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Z1	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa Outer RSP biological replicate 1	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z1	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527068	AMPLICON	602	64890182	PRJNA481151	SAMN09661588	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	37135770	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395396	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Y6	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae Outer RSP biological replicate 6	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y6	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527071	AMPLICON	602	43052632	PRJNA481151	SAMN09661580	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	23455622	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395393	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	W5	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola Outer RSP biological replicate 5	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W5	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527075	AMPLICON	602	59873716	PRJNA481151	SAMN09661575	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	38499009	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395389	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Z14	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa Outer RSP biological replicate 7	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z14	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527077	AMPLICON	602	55432160	PRJNA481151	SAMN09661591	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	30183101	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395387	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Z2	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa Outer RSP biological replicate 2	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z2	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527079	AMPLICON	602	90006826	PRJNA481151	SAMN09661585	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	48423054	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395385	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Y3	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae Outer RSP biological replicate 3	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y3	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527080	AMPLICON	602	48017326	PRJNA481151	SAMN09661577	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	26448054	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395384	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	W2	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola Outer RSP biological replicate 2	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W2	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527081	AMPLICON	602	50498168	PRJNA481151	SAMN09661579	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	27779790	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395383	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	W4	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola Outer RSP biological replicate 4	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W4	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527087	AMPLICON	602	114278864	PRJNA481151	SAMN09661557	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	72284112	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395377	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	W10	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola Outer RSP biological replicate 3	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W10	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527089	AMPLICON	602	91732158	PRJNA481151	SAMN09661555	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	57884003	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395375	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	W8	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola Outer RSP biological replicate 1	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W8	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527091	AMPLICON	602	85895166	PRJNA481151	SAMN09661561	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	53499549	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395373	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	W14	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola Outer RSP biological replicate 7	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W14	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527092	AMPLICON	602	111260436	PRJNA481151	SAMN09661560	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	68890265	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395372	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	W13	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola Outer RSP biological replicate 6	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W13	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527093	AMPLICON	602	90817720	PRJNA481151	SAMN09661559	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	56411422	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395371	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	W12	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola Outer RSP biological replicate 5	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W12	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527096	AMPLICON	602	100031330	PRJNA481151	SAMN09661564	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	62366076	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395368	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Y10	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae Outer RSP biological replicate 3	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y10	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527097	AMPLICON	602	94241896	PRJNA481151	SAMN09661563	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	58952110	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395367	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Y9	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae Outer RSP biological replicate 2	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y9	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2

